song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Caldonia,James Brown And His Orchestra,9,225vG9vU7QrnjJARJXnSpd,42,0.68,0.823,1,-4.455,1,0.148,0.0808,0.000239,0.0794,0.643,111.042,208759,4
Caledonia,Robin Trower,8,2ERgPtSARrnMz9H3GTKScu,38,0.476,0.908,5,-7.611,0,0.0672,0.0213,3.82e-06,0.223,0.673,132.752,222293,4
California,Debby Boone,4,7qaZbn35h88YLeeloJ2Utq,26,0.315,0.479,10,-9.882,1,0.0381,0.832,0.0,0.189,0.347,114.761,204528,4
California Bound,Ronny And The Daytonas,7,39VqKubwf5yfOgAs00OOBi,13,0.434,0.955,9,-7.215,1,0.0421,0.508,0.000526,0.425,0.969,80.642,135493,4
California Day,Starland Vocal Band,6,0jcfDlcY16Oxq0oDI8YLyU,12,0.606,0.73,3,-9.436,1,0.0352,0.132,1.03e-05,0.0708,0.894,115.207,215707,4
California Dreamin',The Beach Boys,5,4MHzXgBy7hexDe2Bto11hP,62,0.582,0.845,1,-7.335,0,0.0447,0.0529,1.44e-06,0.0752,0.624,116.453,204373,4
California Dreamin',America,5,7GVhSzlmxb8nIoZxUxZeQm,5,0.579,0.725,0,-9.702,0,0.0501,0.216,0.00245,0.55,0.239,129.799,199346,4
California Dreamin',Bobby Womack,4,6G7MHIvSDR3ehXPkuDFAlM,65,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,200973,4
California Earthquake,Norman Greenbaum,9,0jvN7eQJJt4nxQzgQfZ1SP,74,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,242893,4
California Earthquake,Mama Cass,6,145KTqBEnT9djEt2CCVWmm,30,0.528,0.636,2,-8.728,1,0.0253,0.274,3.55e-05,0.521,0.53,91.139,161067,4
California Girl,Eddie Floyd,4,4DvqAY9mzeTjQUNvsROwji,10,0.587,0.466,1,-14.411,1,0.041,0.575,8.59e-06,0.0441,0.847,102.647,224427,4
California Girl (And The Tennessee Square),Tompall & The Glaser Brothers,9,5Fw3Phg2MvM1DCRQtGXXwP,29,0.503,0.563,7,-9.418,1,0.0304,0.0928,0.0,0.29,0.482,86.581,179467,4
California Kid And Reemo,Lobo,7,2yLbDZ5Qsf0CWwf3L69d9F,29,0.722,0.592,2,-12.053,1,0.0298,0.0886,0.0,0.0371,0.956,119.969,168960,4
California King Bed,Rihanna,3,1NpDnkQO0yWxTtntrC0UNz,71,0.452,0.571,7,-3.992,1,0.0359,0.25,0.0,0.114,0.327,169.899,251600,4
California My Way,The Main Ingredient,7,0eoVcSKmRdsyEC5wdhwu2b,25,0.634,0.785,7,-7.683,1,0.035,0.485,0.012,0.109,0.933,94.682,277413,4
California Nights,Sweet,7,1lW4mifDNiS8k1VhW87Q0n,12,0.602,0.475,9,-10.857,1,0.0372,0.186,3.2e-06,0.0677,0.711,97.893,224600,4
California Nights,Lesley Gore,1,361voLkTmDFBk0Wb6JPg9q,32,0.322,0.341,7,-10.788,1,0.0304,0.369,3.44e-06,0.358,0.226,125.482,164000,4
California On My Mind,Morning Mist,9,7bcnsbjVasziEJpYlFdXia,30,0.525,0.78,2,-4.786,1,0.0279,0.000524,0.0,0.145,0.454,111.191,151280,4
California Saga (On My Way To Sunny Californ-i-a),The Beach Boys,8,4yDN62Q7lxZV4W09G1203C,18,0.462,0.636,7,-8.279,1,0.0583,0.41,0.0,0.103,0.574,115.015,203387,4
California Soul,The 5th Dimension,2,6QfD0n2Z4spptCx3IubUAW,21,0.565,0.448,0,-13.828,1,0.0259,0.365,2.78e-05,0.657,0.735,98.891,194853,4
California Sun,Joe Jones,8,4ebg7FQu7KfiVcXhi5bj0o,56,0.576,0.699,1,-6.766,0,0.0386,0.0844,0.00087,0.0893,0.555,123.189,187660,4
Californication,Red Hot Chili Peppers,6,48UPSzbZjgc449aqz8bxox,82,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4
Call Casting,Migos,6,4BqE5Rg3r4Rtizvm3IicrN,51,0.852,0.727,1,-4.851,1,0.267,0.0962,0.0,0.154,0.496,130.015,232705,4
Call It Love,Poco,1,0vrS1PYZ9tIM3vHon7ojpe,42,0.548,0.715,9,-7.597,1,0.0247,0.0818,0.00527,0.155,0.377,104.48,256800,4
Call It Poison,The Escape Club,4,3lxGEScEFa9EndItaMZW2O,7,0.63,0.727,10,-7.256,0,0.0412,0.00237,0.000364,0.29,0.559,110.747,294427,4
Call It Rock N' Roll,Great White,5,0WMZMe5Re6c6qFSeyh8Tfi,51,0.6,0.716,2,-8.693,1,0.0347,0.00773,0.000338,0.108,0.741,136.484,236560,4
Call It What You Want,Taylor Swift,2,1GwMQaZz6Au3QLDbjbMdme,75,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4
Call Me,Tweet,3,2aBEchhqPDgnvjPhCgzHSx,49,0.552,0.706,1,-8.117,0,0.363,0.484,6.49e-05,0.074,0.721,167.468,177373,4
Call Me,Le Click,3,7eKhvnkvfK4sSaflFafIne,40,0.667,0.862,9,-7.559,1,0.0285,0.0163,1.86e-06,0.284,0.703,136.036,224573,4
Call Me,Dennis DeYoung,5,5icgnsjQiYwiEq8i0YoGM5,17,0.577,0.316,0,-7.699,1,0.0294,0.831,1.21e-06,0.0528,0.147,119.205,285600,4
Call Me,Skyy,2,5wQ4djiNq19XCQY7Z00uG0,43,0.794,0.636,2,-8.698,1,0.0756,0.00297,0.0141,0.0753,0.847,121.213,382333,4
Call Me,Go West,5,1QFJpg154LuFMYfTryKadD,52,0.56,0.864,8,-8.871,1,0.0365,0.396,7.39e-06,0.0386,0.925,162.755,252973,4
Call Me,Chris Montez,2,6Jk6pyFWwJVyjPuisLVhWX,39,0.603,0.722,7,-7.351,1,0.0368,0.613,0.0,0.329,0.681,136.746,158613,4
Call Me,Johnny Mathis,2,67j5dFhlLv10REcTogd17o,8,0.292,0.494,5,-9.896,1,0.0323,0.754,0.0,0.0969,0.397,86.859,167027,1
Call Me Irresponsible,Jack Jones,7,1l90dM1PU5YvAoNxxTHlCB,22,0.179,0.202,9,-12.299,0,0.033,0.959,0.000313,0.082,0.126,85.049,193800,4
Call Me Irresponsible,Frank Sinatra,7,0oeM1wuV8lRBJQg3Emvg9c,40,0.22,0.181,3,-12.31,1,0.0301,0.931,0.000839,0.107,0.243,86.007,175587,5
Call Me Lightning,The Who,3,7DwHL5o6nscK81sYJrbDbO,17,0.539,0.731,5,-7.353,1,0.0458,0.0413,0.000191,0.0902,0.649,170.765,145195,4
Call Me Mr. In-Between,Burl Ives,1,6SAEYDbuFUseduXQoxUahI,13,0.75,0.173,0,-15.879,1,0.0517,0.84,0.000247,0.287,0.624,122.089,163933,4
Call Me Up In Dreamland,Van Morrison,9,2HEuKwtgWSM9G8cQwAGDvy,23,0.494,0.438,9,-15.007,1,0.0547,0.539,0.0,0.0851,0.668,135.092,235040,4
Call Me/Son Of A Preacher Man,Aretha Franklin,1,4uCbetXW9LStYPUjCpBVp9,60,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,199267,4
Call My Name,Prince,7,1NtMkOgf5U9YMaXyuEIRn2,39,0.622,0.574,5,-5.068,0,0.155,0.685,0.0,0.111,0.405,113.984,315773,4
"Call My Name, I'll Be There",Wilson Pickett,5,0UJFPOVFlNYtixC0eZT1Oh,6,0.611,0.63,10,-7.667,0,0.0298,0.0489,0.0,0.31,0.958,108.151,137800,4
Call On Me,Starley,6,2L6orAlH8tBhiFTumIfMyF,62,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,4
Call On Me,Janet & Nelly,2,2UL7uXsWAvZN8i84rZ92t1,0,0.565,0.464,6,-13.424,1,0.0858,0.281,0.452,0.073,0.786,164.011,223400,4
Call On Me,Bobby Bland,2,4jhlq5BFysI6V3edzSYtLf,25,0.638,0.621,4,-4.388,0,0.0385,0.311,0.0,0.613,0.795,125.235,152240,4
Call Out My Name,Zwol,7,09mEdoA6zrmBPgTEN5qXmN,88,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
Call The Coroner,Future,9,1WlU4jsJ8AoTB96dgd8LJA,51,0.853,0.805,11,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55,131756,4
Call To The Heart,Giuffria,1,3FK5tOrXKOWV3HIBqIJ0KM,36,0.497,0.829,7,-4.068,1,0.0428,0.0984,2.57e-06,0.222,0.117,114.404,277000,4
Call You Mine,The Chainsmokers & Bebe Rexha,5,5EdYlCWou17k0N1PADLKfO,46,0.577,0.844,7,-3.364,1,0.0406,0.004,6.59e-06,0.499,0.283,115.068,183653,4
Callaita,Bad Bunny & Tainy,5,2QWzdMplO4wweIPHfoLxit,7,0.627,0.338,7,-11.834,1,0.458,0.24,0.883,0.126,0.157,176.006,246130,4
Called Out In The Dark,Snow Patrol,7,4BBt0kc625eUAdG2XpWPHm,45,0.726,0.712,0,-4.68,1,0.0313,0.0175,1.07e-05,0.0826,0.961,120.003,241933,4
Callin' Doctor Casey,John D. Loudermilk,8,2b29IX7VUkChXruI3pHKnc,14,0.598,0.787,7,-8.88,1,0.0506,0.314,0.0,0.125,0.808,73.467,156960,4
Callin' Me,Lil' Zane Featuring 112,2,0Zze3tFRSNwL6KllmYjLgZ,55,0.592,0.499,5,-7.806,1,0.277,0.174,0.0,0.122,0.863,125.824,244416,4
Calling All Angels,Train,1,0E29BKKGCJHcb7b9oIWgGB,57,0.454,0.839,3,-5.368,1,0.0441,0.0746,0.0,0.279,0.529,166.166,242200,4
Calling All Girls,Queen,5,76G8WxrFqTz9xWzrim9qji,21,0.605,0.558,2,-12.031,1,0.033,0.0683,0.000141,0.0389,0.632,138.411,231560,4
Calling All The Monsters,China Anne McClain,8,0QTUoI90fBFdKkd4h8fsOu,54,0.561,0.826,2,-5.842,1,0.0972,0.00289,0.0,0.432,0.499,141.98,206507,4
Calling America,Electric Light Orchestra,1,72eXfQYeBW1KsZEZ4fMnxP,49,0.645,0.701,2,-9.01,1,0.0315,0.0555,0.037,0.267,0.868,126.517,210533,4
Calling Dr. Love,KISS,1,7xD7MvjAdZkx1YICschIuI,51,0.544,0.884,8,-8.166,1,0.144,0.663,7.26e-06,0.381,0.467,127.215,224667,4
Calling It Love,Animotion,5,5F1WAoH2noz4YVEQTCsiHz,10,0.509,0.628,6,-12.165,1,0.0352,0.192,4.11e-06,0.0906,0.342,107.267,290307,4
Calling My Spirit,Kodak Black,4,2MShy1GSSgbmGUxADNIao5,70,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4
Calling Occupants Of Interplanetary Craft,Carpenters,3,3CrFr7JnfUHJYX5I49e9TV,39,0.431,0.273,11,-14.677,1,0.0468,0.37,0.000247,0.439,0.339,130.617,425893,4
Calm Down,Busta Rhymes Featuring Eminem,9,6hgoYQDUcPyCz7LcTUHKxa,83,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,219813,4
Calma,Pedro Capo X Farruko,7,5iwz1NiezX7WWjnCgY5TH4,73,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,238200,4
Came And Saw,Young Thug Featuring Rowdy Rebel,6,3GkEnNf2RWmdwkA2FfjQ3g,63,0.771,0.817,2,-6.791,1,0.214,0.306,0.0,0.155,0.554,123.952,174413,4
Came Here To Forget,Blake Shelton,3,1N7qGCKRRnvjoy8MGyHgpS,54,0.613,0.667,1,-6.874,0,0.029,0.356,1.29e-05,0.111,0.481,130.023,220413,4
Camel Back,A.B. Skhy,9,7LVtQkdk5GAKoCgamyBZr5,37,0.593,0.814,11,-7.741,0,0.0384,0.000473,0.871,0.169,0.615,109.999,238909,4
Camelot,NLE Choppa,3,44sYqNBttbXNxya33FJ3Dj,73,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
Camouflage,Brad Paisley,8,6hVgzcyMmjNKaJn5VRZX3H,38,0.56,0.965,4,-3.67,1,0.0472,0.0325,0.000984,0.43,0.771,113.633,266147,4
Campfire Girls,Billy Joe Royal,9,3CJHm3a6hgq2gorIjhH2Pj,2,0.628,0.568,4,-12.738,0,0.113,0.302,0.0,0.319,0.74,97.302,149373,4
Can I,Kehlani Featuring Tory Lanez,4,0uDdI4fAXCuNhQbmxENdsO,68,0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,167810,4
Can I Call You My Girl,PC Quest,5,61OJxhoY3Ix50rYVKo8zRK,78,0.641,0.842,9,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978,278769,4
Can I Get A Witness,Marvin Gaye,2,35AePShKeTqklvVwyuJx1P,43,0.667,0.59,8,-6.416,1,0.0248,0.468,0.0,0.161,0.696,84.969,166933,4
Can I Get A Witness,Lee Michaels,3,13glZTGfrgtr0Anp7FQd0R,13,0.653,0.811,0,-8.994,1,0.0522,0.226,3.11e-06,0.148,0.906,139.082,184688,4
Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,1,4LGMSdeKOUoy5Wf75Je0Hl,61,0.792,0.694,8,-8.496,0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773,4
Can I Get To Know You Better,The Turtles,8,4SGAlTbZ5Y6GeNuRGWW6KV,19,0.451,0.675,11,-8.831,1,0.0381,0.688,0.000798,0.108,0.961,122.455,159027,4
Can I Have It Like That,Pharrell Featuring Gwen Stefani,4,1fPhW2u8NPDejFXryIMGlG,0,0.748,0.504,1,-10.792,1,0.0408,0.00236,0.401,0.0484,0.342,101.011,273013,4
Can I Have This Dance,Zac Efron & Vanessa Hudgens,9,6YXG34IWbilypPwjBTOrUC,64,0.555,0.619,0,-5.246,1,0.0296,0.203,0.0,0.265,0.426,136.069,243773,3
Can I Stay With You,Karyn White,8,7LcBP7lQSp9BojdqulANFE,44,0.674,0.465,5,-8.565,1,0.0258,0.441,0.0,0.098,0.317,129.896,338667,4
Can I Touch You...There?,Michael Bolton,2,0DTpV2HP75LNhCEkvq1FhV,37,0.555,0.841,0,-6.704,1,0.351,0.281,0.0,0.244,0.802,82.871,315893,4
Can I Trust You?,The Bachelors,4,3yDkA85umaFzuSdz2owBxe,0,0.466,0.429,7,-11.466,0,0.0407,0.0684,0.0,0.0607,0.314,185.989,224480,3
Can The Can,Suzi Quatro,5,1zaiZAuhPkQfhhY9X2mTnn,49,0.645,0.828,10,-6.009,0,0.161,0.0168,0.911,0.422,0.593,133.432,214400,4
Can This Be Real,Natural Four,3,0H4tjVFyQTABUyYhmy0wsU,35,0.435,0.294,8,-14.779,1,0.0315,0.655,3.56e-06,0.138,0.712,178.194,208040,4
Can U Believe,Robin Thicke,9,6bTORCskFVRlnHXbVgnKEe,32,0.643,0.406,11,-7.772,1,0.0262,0.456,0.000375,0.144,0.349,82.07,291960,4
Can U Feel It,3rd Party,4,7jEN3nuX9eIIXu7Nz1wslG,63,0.606,0.684,7,-7.486,1,0.0343,0.0208,0.000867,0.107,0.225,116.993,193813,4
Can U Get Wit It,Usher,5,5oDDFHXz3YfhkmyPeOuFxV,33,0.619,0.527,5,-9.376,0,0.0628,0.0692,0.0,0.333,0.242,124.356,295600,4
Can We Still Be Friends,Robert Palmer,5,0Vx185WVDdoRq0WS0edxAJ,42,0.783,0.549,4,-10.739,0,0.0455,0.154,0.0,0.0509,0.796,96.362,218680,4
Can We Still Be Friends,Todd Rundgren,2,5MRIlJbi80rdC8mHUh5bpk,47,0.57,0.276,5,-13.47,0,0.0394,0.748,1.79e-05,0.0836,0.321,174.288,217693,3
Can You Do It,Grand Funk Railroad,4,2Fns5n1hiCpoSO7iI8pyo1,11,0.527,0.884,0,-6.876,1,0.0794,0.00768,0.0,0.869,0.897,148.194,197693,4
Can You Do It,The Contours,4,5nLE2xzNkPewNp0PpUSnVB,13,0.6,0.916,5,-5.075,1,0.107,0.336,1.36e-06,0.206,0.688,76.707,140907,4
Can You Feel It,The Jacksons,7,4qv7YSyt5UV8LvrXyE8sGn,56,0.843,0.702,6,-4.981,0,0.0462,0.0499,0.000306,0.308,0.882,125.464,230773,4
Can You Feel It,Bobby Goldsboro,7,5FkXc3DG1CSmvwFtf8eL2L,12,0.407,0.61,2,-11.982,1,0.0535,0.784,0.00137,0.692,0.487,97.947,167667,4
Can You Feel Me,Dru Down,9,2NxgsA7eJXj8sBSsoKP3OT,42,0.804,0.731,6,-7.36,0,0.225,0.00379,0.0,0.084,0.451,89.139,252493,4
Can You Feel The Beat,Lisa Lisa And Clult Jam With Full Force,6,6ArFGc1tVxYEhmGreRYoAi,42,0.709,0.855,9,-8.498,0,0.0734,0.0215,0.00229,0.657,0.728,122.54,410693,4
Can You Fool,Glen Campbell,3,3lkjkudbAuzNSuX32VUJIR,7,0.686,0.493,9,-8.741,1,0.0273,0.792,7.59e-05,0.0927,0.524,118.755,190600,4
Can You Get To That,Funkadelic,9,5lc9L9FeLBwlJPgEbq9uEw,63,0.681,0.897,8,-5.44,1,0.0874,0.672,0.0,0.1,0.852,140.803,169856,4
Can You Handle It?,Graham Central Station,4,2d3OqQ1qTAzC2MRuxPAJlH,19,0.645,0.776,0,-10.937,1,0.0519,0.111,0.000813,0.334,0.76,101.339,310467,4
Can You Jerk Like Me,The Contours,4,4jRAaqlLj6O98fty11ci4j,4,0.504,0.836,7,-3.804,0,0.0885,0.577,1.21e-05,0.0991,0.828,158.865,150493,4
Can You Please Crawl Out Your Window?,Bob Dylan,5,75dsNSdeYpwzfIhIMPXH0M,22,0.53,0.658,7,-8.027,1,0.0346,0.458,6.95e-06,0.214,0.897,114.189,211747,4
Can You Read My Mind,Maureen McGovern,5,1dn3JoBbd7PYWwwTtlMPVk,27,0.284,0.311,10,-15.331,1,0.0354,0.666,0.000575,0.219,0.264,67.593,200933,4
Can You Stand The Rain,New Edition,4,1vbe9sh7U9vdMceAhitWr2,62,0.614,0.369,8,-15.182,1,0.0353,0.678,0.00235,0.143,0.733,143.319,297707,4
Can You Stop The Rain,Peabo Bryson,5,33SzyCoUlWiVdcJvkVyukX,43,0.684,0.359,3,-12.867,0,0.0368,0.353,0.0,0.233,0.144,119.942,334933,4
Can Your Monkey Do The Dog,Rufus Thomas,4,5EVWX6bTzP8YKsXex3mee6,17,0.881,0.526,4,-8.1,1,0.0766,0.199,0.000179,0.0573,0.817,125.513,148040,4
Can't Be Broken,Lil Wayne,1,5cGpjfgAvidLy6znwkCxkP,60,0.58,0.577,2,-5.997,0,0.2,0.125,0.0,0.086,0.153,99.283,193243,5
Can't Be Friends,Trey Songz,4,4iMDkH8t3Sooaj3uCzpYP2,56,0.451,0.586,11,-7.975,0,0.193,0.0665,0.0,0.171,0.337,171.842,220373,4
Can't Be Really Gone,Tim McGraw,8,4IHy0lCAlMBTfdGuzd0sVk,26,0.561,0.473,5,-9.972,1,0.0263,0.646,3.44e-06,0.298,0.444,106.994,201133,4
Can't Believe,Faith Evans Featuring Carl Thomas,5,2423gyT9B3zNqC9ZD8QfSu,53,0.784,0.518,7,-4.828,1,0.0496,0.0684,1.55e-06,0.0646,0.491,89.591,300160,4
Can't Change My Heart,Cate Bros.,9,3GiLhGHgdNsBdyDdwt1gek,5,0.826,0.613,0,-8.63,1,0.0408,0.516,0.00974,0.191,0.962,104.514,168120,4
Can't Cry Anymore,Sheryl Crow,3,6tzURv7Rw5P8O5lOE5vwsZ,14,0.404,0.81,7,-8.518,1,0.083,0.0428,0.00189,0.836,0.437,109.679,368155,4
Can't Cry Hard Enough,The Williams Brothers,4,4c8jWog32ctnWEuonvOy7j,52,0.444,0.199,0,-14.508,1,0.0266,0.239,0.0,0.116,0.32,85.904,191960,4
Can't Deny It,Fabolous Featuring Nate Dogg,2,7K4Aq4awgYvDKEJdEvvl4j,51,0.916,0.821,4,-4.118,0,0.15,0.0528,0.0,0.0635,0.592,90.04,306440,4
Can't Die,Juice WRLD,4,4PPLJAEYBSOcnzr9TZoqf9,67,0.652,0.671,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.274,84.008,182922,4
Can't Explain,Lil Baby,9,3PSUg0M68bXMb8vQJIPMZO,48,0.642,0.372,10,-10.201,1,0.582,0.0365,0.0,0.149,0.119,160.009,181341,4
Can't Fight The Moonlight,LeAnn Rimes,1,2AogRMqARWyUP7VQ3gmSoY,70,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,215507,4
Can't Find The Time,Rose Colored Glass,5,3wH4eUkJ1rL5xTU8PZZyOy,81,0.539,0.503,2,-5.338,1,0.0385,0.0574,2.34e-05,0.0847,0.836,174.068,223787,4
Can't Find The Time,Orpheus,7,7tAdZ7fZUApFYIpRCGNzTT,22,0.54,0.529,7,-10.026,1,0.025,0.553,0.0,0.316,0.623,98.886,205147,4
Can't Forget You,Gloria Estefan,4,10gSqWsX6e6pVplEG2ovYt,11,0.565,0.426,2,-10.705,1,0.0343,0.339,0.0,0.365,0.28,142.179,254173,4
Can't Get Enough,J. Cole Featuring Trey Songz,5,3mTpegrOwRn0oJjv4TSbEE,69,0.768,0.62,2,-7.399,1,0.0658,0.139,0.0,0.521,0.589,132.035,225960,4
Can't Get Enough,Willie Max Featuring Raphael Saadiq,4,4jVPSMp2lwJBZ7vFsfERX8,13,0.738,0.324,8,-9.31,0,0.0571,0.0917,0.004,0.11,0.283,57.003,279467,4
Can't Get Enough,Patty Loveless,9,1ZpTAxPMvVqjM9f3icO2Iy,0,0.696,0.394,8,-14.61,1,0.0397,0.00365,0.0195,0.102,0.888,132.021,172134,4
"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,5,78WAUYG6MhoZxSARsK7mXy,30,0.588,0.709,0,-9.87,1,0.03,0.265,0.0,0.194,0.877,135.511,115200,4
Can't Get Enough Of Your Love,Taylor Dayne,1,39owLj3gqY7XN41PC1WO6Q,38,0.691,0.837,9,-5.09,0,0.0353,0.0147,4.47e-05,0.162,0.64,108.175,265893,4
Can't Get Enuff,Winger,4,1dkVHFWmHSkbVmc5MG6shA,14,0.638,0.83,11,-8.616,0,0.0289,0.000847,0.00453,0.224,0.861,100.05,226345,4
Can't Get Over (The Bossa Nova),Eydie Gorme,8,34gnKaObWMQxBQE7NPnuDM,49,0.664,0.0939,0,-19.739,0,0.0551,0.951,0.0214,0.109,0.304,86.523,62040,5
Can't Get Over Losing You,Donnie Elbert,9,1dbgK8l4fCT6G1YgRI7SpX,8,0.507,0.357,4,-11.905,0,0.0303,0.202,7.69e-06,0.1,0.497,93.391,186183,3
Can't Get Started,Peter Wolf,7,2DgLCrnfPxVAvFnMxYTuuM,51,0.353,0.0102,0,-26.269,1,0.0481,0.994,0.939,0.101,0.201,84.866,126078,4
Can't Get You Off My Mind,Lenny Kravitz,6,7bk6iZ5dsrMySXB0aVFYXO,60,0.567,0.52,7,-10.247,1,0.0283,0.0147,3.91e-06,0.25,0.393,124.708,274000,4
Can't Get You Out Of My Mind,Lil Suzy,7,0dgVkWzPFSmEZbfPPcVsmo,11,0.863,0.68,6,-6.018,0,0.0642,0.0457,0.000476,0.0853,0.875,130.092,216067,4
Can't Give You Anything (but My Love),The Stylistics,5,0VIItQF40bAL6cEJSQmpvx,39,0.515,0.832,7,-6.183,0,0.0569,0.129,9.71e-05,0.433,0.657,112.45,196784,4
Can't Go For That,Tamia,8,0kyvUS4lUq0UBhVTnJNkgo,18,0.668,0.698,11,-7.036,0,0.0714,0.242,6.32e-05,0.06,0.448,106.041,226333,4
Can't Have Everything,Drake,8,5f5r2N4Lp9WoULWPH9zp2W,59,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228438,4
Can't Help But Love You,The Standells,7,7vkbGmcK2YEdsut8IrvFf3,1,0.43,0.768,10,-9.871,1,0.0296,0.765,0.000376,0.264,0.741,107.402,172200,4
Can't Help But Wait,Trey Songz,1,5k3VjTwIsOjQ2woGz3Yx71,66,0.699,0.699,8,-5.564,0,0.0737,0.358,0.0,0.0912,0.611,94.977,206413,4
Can't Help Falling In Love,Christina Grimmie,7,0UpdZpqyGKwz3GRU1DvpGM,28,0.137,0.295,4,-6.814,1,0.0401,0.37,4.92e-06,0.138,0.158,80.477,188007,1
Can't Help Falling In Love,Corey Hart,2,6lZfmYCrkpHf89XZQ3UWcH,21,0.289,0.103,9,-21.988,1,0.0376,0.944,1.3e-06,0.0708,0.162,132.438,205307,4
Can't Help Falling In Love,Al Martino,5,176pC7LTKZKWqXvfon3P62,18,0.219,0.521,8,-10.148,1,0.0339,0.0592,3.31e-05,0.167,0.36,151.321,140547,3
Can't Help Falling In Love,Andy Williams,8,09jpVE2px743apfFt7vJif,22,0.385,0.623,9,-9.305,1,0.0336,0.0461,0.00012,0.297,0.435,128.97,191213,4
Can't Help Lovin' That Girl Of Mine,The Excels,9,2ZGY4nuOpe7rOlGgOxOgqT,17,0.192,0.0853,7,-17.193,1,0.0371,0.95,0.000388,0.345,0.111,60.442,234400,4
Can't Help Myself,Gerald Levert,9,36YYX5u0EFbAwwhA2YXZxd,32,0.55,0.64,10,-6.272,1,0.061,0.496,0.0,0.163,0.606,143.345,323680,3
"Can't Hide Love,Earth", Wind & Fire,3,6hsQO3hz648zS7t2QyUpfz,50,0.515,0.412,5,-10.995,0,0.033,0.691,0.09,0.0907,0.444,78.352,250587,4
Can't Hold Back (Your Loving),Kano,8,0ukyc3KJiRiuyWZh7W4Efl,36,0.881,0.57,9,-9.373,0,0.172,0.305,0.00916,0.15,0.551,107.387,285696,4
Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,1,3bidbhpOYeV4knp8AIu8Xn,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
Can't Keep A Good Man Down,Eddie Money,6,213O7IXCEbUl7uQsztRbRb,23,0.554,0.629,2,-12.195,1,0.0324,0.00163,0.0,0.116,0.534,120.959,217587,4
Can't Knock The Hustle,JAY-Z,7,05Iawel3maRW3mSHYmXxMZ,53,0.78,0.378,7,-11.481,1,0.464,0.197,0.0,0.0782,0.579,94.895,317800,4
Can't Leave 'Em Alone,Ciara Featuring 50 Cent,3,78CTv7ypHvXQlEjXYst2n9,61,0.527,0.696,1,-6.015,0,0.361,0.209,0.0,0.0516,0.499,100.614,244760,4
Can't Leave Without It,21 Savage,5,0hPLZrnDgtKxrym1BHjDhd,72,0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,205352,4
Can't Let Go,Laurnea,5,6KM9ByrlBNzGhPOPBb91S6,10,0.65,0.515,3,-10.538,1,0.0389,0.397,1.48e-05,0.107,0.697,146.017,243707,4
Can't Let Go,Anthony Hamilton,7,4mBy2d5IY5rQkidZBKXxfT,48,0.65,0.501,10,-6.905,1,0.0963,0.582,0.0,0.112,0.374,127.984,232533,4
Can't Let Go,Stephen Stills,6,6Yn8CbO3mPdWSe6EGixsfw,6,0.615,0.221,7,-16.814,1,0.0292,0.499,4.2e-05,0.114,0.233,67.357,251493,4
Can't Let You Out Of My Sight,Chuck Jackson & Maxine Brown,9,4PykMDFOnLhzzVacDFrOsI,0,0.597,0.744,0,-7.656,1,0.0364,0.335,0.0,0.0875,0.453,82.584,137387,4
Can't Nobody,Kelly Rowland,9,4marxoTuxIgb1GhtoouMSc,36,0.797,0.791,6,-6.134,1,0.177,0.0311,0.0239,0.139,0.964,97.373,244133,4
Can't Nobody Love You,Solomon Burke,6,1ovGm2RHnWlTmbbtIxd2f8,47,0.614,0.357,5,-9.655,1,0.0353,0.784,0.0,0.117,0.485,91.999,153493,3
